id,type,title,release_year,description
997,Movie,HOMUNCULUS,2021,Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas.
998,TV Show,Life in Color with David Attenborough,2021,"Using innovative technology, this docuseries explores nature from a fresh perspective as animals use color to survive and thrive in the wild."
999,Movie,Searching For Sheela,2021,Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune’s spokesperson returns to India after decades for an interview tour.
1000,Movie,Stowaway,2021,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.
1003,Movie,Tell Me When,2021,Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.
1004,TV Show,Zero,2021,"A shy teen with the power to turn invisible must get it under control to help defend his neighborhood, putting aside the pursuit of his artistic dream."
1005,TV Show,Izzy's Koala World,2021,Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australia’s Magnetic Island.
1013,TV Show,Luis Miguel - The Series,2021,"This series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades."
1024,Movie,Ajeeb Daastaans,2021,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.
1025,Movie,Arlo the Alligator Boy,2021,"To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure."
1026,TV Show,Bakugan: Geogan Rising,2021,"The Awesome Brawlers band together to fight off a powerful enemy determined to break the bond between Earth and Vestroia, the Bakugan's home planet."
1027,Movie,Barbie & Chelsea: The Lost Birthday,2021,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back."
1029,Movie,Dad Stop Embarrassing Me - The Afterparty,2021,"Jamie Foxx, David Alan Grier and more from the cast of the family comedy discuss the show, humiliating family moments, bad BBQ dishes and sitcom openings."
1033,TV Show,Love Naggers,2021,"From the quirky to the scandalous, any relationship is fair game for a panel of love experts who comb over text messages and revel in reenactments."
1038,Movie,Tuesdays & Fridays,2021,"To avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. That won’t get complicated — right?"
1045,TV Show,High-Rise Invasion,2021,"High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey."
1051,Movie,Ride or Die,2021,"Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire."
1058,TV Show,Dad Stop Embarrassing Me!,2021,A single dad and cosmetics brand owner figures out fatherhood on the fly when his strong-minded teen daughter moves in with him.
1059,TV Show,Fate: The Winx Saga,2021,"Determined to master their enchanting powers, a group of teens navigate rivalry, romance and supernatural studies at Alfea, a magical boarding school."
1063,TV Show,Law School,2021,"When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students."
1067,Movie,The Soul,2021,"While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma."
1071,Movie,Why Did You Kill Me?,2021,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.
1076,TV Show,My Love: Six Stories of True Love,2021,Six longtime couples in different parts of the world share their decades-long love in these tender portraits filmed over the course of one year.
1081,Movie,New Gods: Nezha Reborn,2021,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones."
1083,TV Show,Don't be the First one,2021,"Is marriage just better between funny people? Revealing their day-to-day lives, celebrity comedian couples explore the bonds that keep them together."
1086,Movie,Night in Paradise,2021,"Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons."
1088,Movie,Roohi,2021,"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her."
1089,Movie,Thunder Force,2021,Two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.
1090,Movie,Two Distant Strangers,2021,"In this Oscar-nominated short film, a man trying to go home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop."
1092,TV Show,The Way of the Househusband,2021,"After disappearing from the underworld, the legendary yakuza Tatsu, "the Immortal Dragon," resurfaces — as a fiercely devoted stay-at-home husband."
1093,Movie,Dolly Parton: A MusiCares Tribute,2021,"In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year."
1094,TV Show,The Big Day,2021,"For six engaged couples, happily ever after begins on a spectacular note in this eye-popping look at India’s multibillion-dollar wedding industry."
1095,TV Show,The Wedding Coach,2021,Former bride and forever comedian Jamie Lee shares her irreverent yet practical tips and tricks for wedding planning with struggling lovebirds.
1096,TV Show,This Is a Robbery: The World's Biggest Art Heist,2021,"In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime."
1097,Movie,The Last Kids on Earth: Happy Apocalypse to You,2021,Help Jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive "Last Kids on Earth" adventure!
1099,Movie,Mandela,2021,"Amid a local election with two rivals vying to win by any means necessary, a barber lands in a curiously powerful position as the single deciding vote."
1106,Movie,Concrete Cowboy,2021,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys."
1109,Movie,Irul,2021,"When a car breakdown forces a couple to seek shelter in a nearby home, conversations with the stranger inside soon suggest there’s a killer among them."
1110,Movie,Just Say Yes,2021,Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel — just as her self-absorbed sister gets engaged.
1111,Movie,Madame Claude,2021,"In 1960s Paris, Madame Claude's influence extends beyond the world of sex work — until an affluent young woman threatens to change everything."
1124,TV Show,Magical Andes,2021,"From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains."
1128,TV Show,Prank Encounters,2021,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.
1137,Movie,Tersanjung the Movie,2021,"After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis."
1144,TV Show,Worn Stories,2021,"In this funny, heartfelt and moving docuseries, real people unpack the fascinating and quirky stories around their most meaningful pieces of clothing."
1147,TV Show,Haunted: Latin America,2021,"Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series."
1151,Movie,7 Yards: The Chris Norton Story,2021,"The true story of former college football player Chris Norton, who defied the odds after a devastating accident — with the woman he loves by his side."
1152,Movie,Octonauts & the Ring of Fire,2021,"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet."
1156,Movie,Marked,2021,"This documentary explores Nigeria’s cultural practice of marking, including its origins and meaning as a symbol of identity, beauty and spirituality."
1157,Movie,A Week Away,2021,"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong."
1158,Movie,Bad Trip,2021,"In this hidden-camera prank comedy, two best friends bond on a wild road trip to New York as they pull real people into their raunchy, raucous antics."
1164,TV Show,Magic for Humans Spain,2021,"In this Spanish adaptation of "Magic for Humans," folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder."
1166,Movie,Pagglait,2021,"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband."
1167,TV Show,The Irregulars,2021,"A crew of misfits investigates a series of supernatural crimes in Victorian London for Dr. Watson and his shadowy associate, Sherlock Holmes."
1168,Movie,Caught by a Wave,2021,"After falling in love at a sailing summer camp in Sicily, reality comes crashing down on a teenage couple when a harsh truth prompts a pivotal decision."
1169,TV Show,DOTA: Dragon's Blood,2021,A conflicted yet courageous Dragon Knight must use the power of the dragon within to stop a deadly demon in this epic fantasy based on the online game.
1170,TV Show,Pui Pui Molcar,2021,They’re guinea pigs! And they’re cars! The fuzzy and adorable molcars have lots of fun adventures in this delightful stop-motion animation.
1171,Movie,Secret Magic Control Agency,2021,"Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic, clever thinking and teamwork on a mission to find a missing king."
1172,Movie,Seaspiracy,2021,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption."
1173,Movie,Loyiso Gola: Unlearning,2021,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!"
1174,TV Show,Men on a Mission,2021,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick."
1175,TV Show,Navillera,2021,A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.
1181,TV Show,Alien TV,2021,"Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies."
1182,TV Show,Country Comfort,2021,"After hitting the skids in her career, an aspiring country singer finds new life as a nanny for a handsome widower and his five charming children."
1183,TV Show,Formula 1: Drive to Survive,2021,"Drivers, managers and team owners live life in the fast lane – both on and off the track – during one cutthroat season of Formula 1 racing."
1185,Movie,The Yin Yang Master,2021,"A feud erupts between realms, and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms."
1187,TV Show,B: The Beginning,2021,"Genius investigator Keith Flick rejoins the royal police force just as serial killer "B" emerges. Mysterious youth Koku may be an ally, or a target."
1188,Movie,Deadly Illusions,2021,"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur."
1189,Movie,Get the Goat,2021,"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot."
1190,Movie,Nate Bargatze: The Greatest Average American,2021,"Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special."
1196,Movie,Operation Varsity Blues: The College Admissions Scandal,2021,Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities.
1197,TV Show,Under Suspicion: Uncovering the Wesphael Case,2021,"This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013."
1199,Movie,RebellComedy: Straight Outta the Zoo,2021,"The comics of RebellComedy take the stage and tackle mistaken identities, geriatric influencers, our flawed perceptions of animals and more."
1201,TV Show,Waffles + Mochi,2021,Curious puppet pals Waffles and Mochi travel the world exploring the wonders of food and culture while learning how to cook with fresh ingredients.
1202,TV Show,Abla Fahita: Drama Queen,2021,"Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family."
1203,Movie,C/O Kaadhal,2021,"Cutting across conventions and expectations, four brave love stories blossom in this Tamil remake of the 2018 Telugu film "Care of Kancharapalem.”"
1206,TV Show,The Lost Pirate Kingdom,2021,The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series.
1207,TV Show,Zero Chill,2021,"Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy."
1211,TV Show,Love Alarm,2021,"In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities."
1213,Movie,Paper Lives,2021,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood."
1214,TV Show,Paradise PD,2021,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case."
1218,TV Show,The One,2021,"Love — and lies — spiral when a DNA researcher helps discover a way to find the perfect partner, and creates a bold new matchmaking service."
1219,Movie,YES DAY,2021,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.
1221,Movie,Coven of Sisters,2021,"Basque Country, 1609. To postpone their execution, a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath."
1224,TV Show,Dealer,2021,Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series.
1225,TV Show,Last Chance U: Basketball,2021,“Last Chance U” hits the hardwood in East Los Angeles as a coach with strong convictions leads young men who hope to fulfill major college potential.
1226,TV Show,Marriage or Mortgage,2021,A wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home?
1227,TV Show,The Houseboat,2021,"With plenty of passion and little know-how, two musicians undertake a daunting project: turn a late singer's houseboat into a creative musical space."
1228,TV Show,Bombay Begums,2021,"From boardrooms to society's margins, five ambitious women from various walks of life navigate dreams, desires and disappointments in modern Mumbai."
1229,Movie,Bombay Rose,2021,"Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested."
1231,Movie,Aelay,2021,"A son stoically returns to his village upon his father’s death, recalling their chilly dynamic before a bizarre event disrupts his visit."
1232,TV Show,City of Ghosts,2021,"Meet the Ghost Club! Their adventures take them all around Los Angeles as they interview ghosts, solve problems and learn about their city's history."
1233,Movie,Dogwashers,2021,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?"
1235,TV Show,Nevenka: Breaking the Silence,2021,"Nevenka Fernández, the plaintiff in Spain's first successful lawsuit against a politician for sexual harassment, breaks her silence after 20 years."
1236,TV Show,Pokémon Journeys: The Series,2021,"Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory, traveling all over the world to learn about Pokémon."
1237,Movie,Sentinelle,2021,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister."
1239,TV Show,Pacific Rim: The Black,2021,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies."
1242,Movie,Moxie,2021,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school."
1243,TV Show,Murder Among the Mormons,2021,High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story.
1246,TV Show,Word Party,2021,"Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn!"
1249,Movie,Biggie: I Got a Story to Tell,2021,"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king."
1250,Movie,Blanche Gardin: The All-Nighter,2021,"With self-deprecating humor, French comic Blanche Gardin offers stream-of-consciousness observations on environmentalism, gender relations and herself."
1251,Movie,Connected,2021,"Argentine DJ Hernán Cattáneo, known for his house music innovations, invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Colón."
1259,Movie,Bigfoot Family,2021,"Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve."
1261,Movie,Crazy About Her,2021,"After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides."
1263,Movie,Ginny & Georgia - The Afterparty,2021,"Cast members of the hit Netflix show join the hosts to unpack the drama of Season 1, and Cristela Alonzo offers tips for being the new kid at school."
1266,Movie,The Girl on the Train,2021,A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.
1270,Movie,Geez & Ann,2021,"After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles."
1273,TV Show,Age of Samurai: Battle for Japan,2021,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.
1275,TV Show,Canine Intervention,2021,"No dog, no breed, no behavior is unfixable for Cali K9's Jas Leverette. Follow the Oakland dog trainer as he works with a range of canines and owners."
1276,TV Show,Ginny & Georgia,2021,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy."
1278,TV Show,Two Sentence Horror Stories,2021,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.
1279,Movie,Brian Regan: On the Rocks,2021,"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins."
1281,Movie,Pelé,2021,"Against the backdrop of a turbulent era in Brazil, this documentary captures Pelé’s extraordinary path from breakthrough talent to national hero."
1282,Movie,Red,2021,"A murder investigation leads police to a photo of a suspect, but when two men are found with faces that match the picture, the case gets doubly tricky."
1286,TV Show,Vincenzo,2021,"During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice."
1288,Movie,Fate: The Winx Saga - The Afterparty,2021,"Stars of the fiery hit discuss the show's magic, play trivia and chow down on hot wings. Then, Taylor Tomlinson shares how she would use fairy powers."
1291,Movie,I Care a Lot,2021,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.
1294,TV Show,Pitta Kathalu,2021,"From secrets and lies to jealousy and control, four stories in this anthology film explore the darker, deceptive sides of love."
1295,TV Show,Tribes of Europa,2021,"In post-apocalyptic Europe, amid wars among microstates, three siblings fight for survival as a greater threat looms over the continent."
1297,TV Show,"Hello, Me!",2021,"Miserable and unsuccessful, a woman thinks she's lost all her spark — until one day, her spunky younger self appears in front of her demanding change."
1299,TV Show,Sisyphus,2021,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.
1300,TV Show,Thus Spoke Kishibe Rohan,2021,"A popular manga creator becomes enmeshed in paranormal events while conducting research: Stand User Kishibe Rohan visits Italy, goes bankrupt and more."
1301,TV Show,Amend: The Fight for America,2021,"Will Smith hosts this look at the evolving, often lethal, fight for equal rights in America through the lens of the US Constitution's 14th Amendment."
1302,TV Show,Behind Her Eyes,2021,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.
1303,TV Show,MeatEater,2021,Steven Rinella scrounges in some of America's wildest terrains in this unscripted series showing him on the hunt for wild animals from ducks to deer.
1305,Movie,Animals on the Loose: A You vs. Wild Movie,2021,"When wild animals escape from a sanctuary, Bear Grylls — and you — must pursue them and secure their protective habitat. An interactive special."
1309,TV Show,Booba,2021,"The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings."
1311,TV Show,The Crew,2021,Life in the garage swerves off track for a NASCAR crew chief and his tight-knit racing team when a new boss steps in and shakes things up.
1312,Movie,Namaste Wahala,2021,An interracial romance hits humorous and heart-wrenching hiccups as the couple's parents fight tooth and nail against their relationship.
1314,TV Show,Buried by the Bernards,2021,"In this reality series, the bickering but big-hearted Bernards manage their budget-friendly funeral home while helping grieving families say farewell."
1316,Movie,Hate by Dani Rovira,2021,"From his hometown of Málaga, Dani Rovira reflects on human beings’ nonsensical hatred in this hilarious and unfiltered comedy special."
1318,TV Show,Nadiya Bakes,2021,"Delightful cakes and heavenly breads pop from the oven as Nadiya Hussain returns to baking, her happy place, and spotlights creative kindred spirits."
1319,Movie,To All The Boys: Always And Forever,2021,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.
1320,Movie,Xico's Journey,2021,"A girl, a dog and her best pal set out to save a mountain from a gold-hungry corporation. But the key lies closer to home, with her sidekick pup, Xico."
1326,Movie,Red Dot,2021,"Trying to rekindle their marriage and with a child on the way, a young couple on a ski trip suddenly finds themselves stalked by remorseless killers."
1327,Movie,Squared Love,2021,A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.
1329,TV Show,Crime Scene: The Vanishing at the Cecil Hotel,2021,"The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. From the creator of "The Ted Bundy Tapes," a dive into crime's darkest places."
1330,Movie,The Misadventures of Hedi and Cokeman,2021,"In Paris, two dysfunctional dealers use family ties to try to boost their small drug business in this crass comedy based on the webseries."
1339,TV Show,Hache,2021,"As Helena gains the love and trust of a dangerous heroin cartel leader in 1960s Barcelona, she hones the skills she needs to rise up the ranks."
1340,TV Show,Invisible City,2021,"After a family tragedy, a man discovers mythical creatures living among humans — and soon realizes they hold the key to his mysterious past."
1342,Movie,Malcolm & Marie,2021,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning."
1343,Movie,Space Sweepers,2021,"Chasing after space debris and faraway dreams in year 2092, four misfits unearth explosive secrets during the attempted trade of a wide-eyed humanoid."
1344,Movie,"Strip Down, Rise Up",2021,"In an effort to reclaim their bodies and lives, a group of women explore the intersections of movement and meaning in a powerful pole dancing program."
1346,Movie,The Yin-Yang Master: Dream Of Eternity,2021,"When a demonic serpent reawakens, the Yin-Yang Masters must solve a murder mystery and protect their realms from a dark conspiracy at the royal court."
1349,TV Show,Firefly Lane,2021,Best friends Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their 40s.
1353,TV Show,Tiffany Haddish Presents: They Ready,2021,"Hand-picked by Tiffany Haddish, six diverse comedians showcase their raw humor in a series of specials oozing with energy."
1369,Movie,Below Zero,2021,"When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures."
1370,Movie,Finding ‘Ohana,2021,"In Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure."
1371,Movie,The Dig,2021,"On the eve of World War II, a British widow hires a self-taught archaeologist to dig up mysterious formations on her land, leading to a staggering find."
1372,TV Show,We Are: The Brooklyn Saints,2021,A Brooklyn youth football program and its selfless coaches provide a safe haven for kids to compete and learn lessons that will take them far in life.
1373,Movie,June & Kopi,2021,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home."
1374,TV Show,50M2,2021,"Seeking to uncover the truth about his past, a henchman betrays someone close to him and assumes a new identity in a small Istanbul neighborhood."
1375,Movie,Accomplice,2021,Traverse the globe with the world's top riders as they pedal through rugged terrain and majestic locations in this visual homage to the bicycle.
1376,TV Show,BONDING,2021,A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.
1379,Movie,Penguin Bloom,2021,"As a mom copes with the aftermath of a harrowing accident, she finds inspiration from an injured magpie taken in by her family. Based on a true story."
1381,TV Show,Go Dog Go,2021,"Handy and inventive pup Tag chases adventure with her best pal, Scooch, solving problems and helping the citizens of Pawston along the way."
1384,TV Show,Blown Away,2021,"Ten master artists turn up the heat in glassblowing sculpture challenges for the chance to win $60,000 in prizes and the title of champion."
1385,TV Show,Busted!,2021,"Tackling different mysteries in each episode of this game show, seven sleuths get closer to solving the biggest one of all: What happened to Project D?"
1389,Movie,The White Tiger,2021,The ambitious driver for a rich Indian family uses his wit and cunning to escape from poverty and become an entrepreneur. Based on the bestselling novel.
1393,TV Show,Daughter From Another Mother,2021,"After realizing their babies were exchanged at birth, two women develop a plan to adjust to their new lives: creating a single —and peculiar— family."
1395,TV Show,Spycraft,2021,"The spy game is a serious business, and throughout history, the tools and technologies developed for it have mattered as much as the spies themselves."
1396,TV Show,Hello Ninja,2021,"BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day."
1401,TV Show,Bling Empire,2021,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series."
1402,TV Show,Carmen Sandiego,2021,"A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans – with help from her savvy sidekicks."
1403,TV Show,Disenchantment,2021,"Princess duties call, but she'd rather be drinking. Free-spirited Bean exasperates the king as she wreaks havoc with her demon and elf pals."
1406,Movie,Outside the Wire,2021,"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack."
1411,Movie,Tribhanga - Tedhi Medhi Crazy,2021,"When her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship."
1412,Movie,What Would Sophia Loren Do?,2021,"In this delightful short documentary, an Italian American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren."
1413,Movie,Wish You,2021,"Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives."
1417,TV Show,Night Stalker: The Hunt for a Serial Killer,2021,"Beneath the sunlit glamour of 1985 LA lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him."
1419,Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,2021,"In this extended cut of his 2018 special, Chris Rock takes the stage for a special filled with searing observations on fatherhood, infidelity and politics."
1421,Movie,"Crack: Cocaine, Corruption & Conspiracy",2021,"A cheap, powerful drug emerges during a recession, igniting a moral panic fueled by racism. Explore the complex history of crack in the 1980s."
1425,Movie,Charming,2021,"On the eve of his 21st birthday, an adored prince must find his one, true soulmate before a spell takes away all love from his kingdom."
1426,Movie,Creating The Queen's Gambit,2021,"A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life."
1428,TV Show,Inside the World’s Toughest Prisons,2021,"Investigative journalist Paul Connolly becomes a voluntary inmate in the world's most volatile prisons, where intimidation and brutality rule."
1430,TV Show,Mighty Little Bheem: Kite Festival,2021,"With winter behind them, Bheem and his townspeople usher in a sunny new season in all their favorite ways during the Makar Sankranti festival."
1431,TV Show,Pretend It’s a City,2021,"Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese."
1432,Movie,Stuck Apart,2021,"Entrenched in a midlife crisis, Aziz seeks solace from his mundane job, lonesome friends and rowdy family while pretending to have his act together."
1433,TV Show,The Idhun Chronicles,2021,"A boy suddenly orphaned fights his parents' killer to save a planet, and discovers a new world of danger — and wonder."
1437,Movie,Ratones Paranoicos: The Band that Rocked Argentina,2021,"The irrepressible Ratones Paranoicos, Argentina's most enduring rock band, are featured in vintage concert and backstage footage as their story's told."
1438,TV Show,Surviving Death,2021,"What happens after we die? This docuseries explores personal stories and research on near-death experiences, reincarnation and paranormal phenomena."
1440,TV Show,History of Swear Words,2021,"Nicolas Cage hosts this proudly profane, funny and engagingly educational series about the history and impact of the most notorious English swear words."
1441,TV Show,Nailed It! Mexico,2021,"The fun, fondant and hilarious cake fails head to Mexico, where very amateur bakers compete to re-create elaborate sweet treats for a cash prize."
1449,TV Show,Cobra Kai,2021,"Decades after the tournament that changed their lives, the rivalry between Johnny and Daniel reignites in this sequel to the "Karate Kid" films."
1450,TV Show,Dream Home Makeover,2021,"Dreams come true for real families looking for the perfect home tailored to their own unique style, thanks to Shea and Syd McGee of Studio McGee."
1456,TV Show,Headspace Guide to Meditation,2021,"Headspace takes a friendly, animated look at the benefits of meditation while offering techniques and guided meditations to jump-start your practice."
1461,TV Show,Monarca,2021,"After 20 years, Ana María returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets."
1467,Movie,The Minimalists: Less Is Now,2021,They've built a movement out of minimalism. Longtime friends Joshua Fields Millburn and Ryan Nicodemus share how our lives can be better with less.
1469,Movie,What Happened to Mr. Cha?,2021,"With the peak of his career long behind him, an actor clings to his past glory — until a sudden wake-up call forces him to face who he's become."
1552,TV Show,Hilda,2021,"Fearless, free-spirited Hilda finds new friends, adventure and magical creatures when she leaves her enchanted forest home and journeys to the city."
1697,TV Show,Polly Pocket,2021,"After uncovering a magical locket that allows her to shrink in size, Polly and her friends set out on big adventures with petite power."
2921,TV Show,Love Is Blind,2021,"Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person."
8438,TV Show,The Netflix Afterparty,2021,"Hosts David Spade, Fortune Feimster and London Hughes welcome guests from the newest and biggest Netflix titles for fun conversations, skits and more."
